nflweek,gameDate,otyn,roadTeam,rtTotalScore,rtScore1Q,rtScore2Q,rtScore3Q,rtScore4Q,rtScoreOT,rtFirstDowns,rt3DConv,rt3DAtt,rt4DConv,rt4DAtt,rtTYds,rtRushYds,rtPassYds,rtTO,rtSacks,rtPen,rtPenYds,homeTeam,htTotalScore,htScore1Q,htScore2Q,htScore3Q,htScore4Q,htScoreOT,htFirstDowns,ht3DConv,ht3DAtt,ht4DConv,ht4DAtt,htTYds,htRushYds,htPassYds,htTO,htSacks,htPen,htPenYds
10,2016-11-13,N,LA,9,3,0,3,3,0,16,6,17,0,0,280,125,155,0,1,7,55,NYJ,6,0,6,0,0,0,17,4,12,0,0,296,139,157,1,3,4,31
10,2016-11-13,N,ATL,15,0,6,3,6,0,11,2,11,0,1,303,48,255,1,2,8,67,PHI,24,7,0,3,14,0,25,5,14,0,1,429,208,221,1,2,10,77
10,2016-11-13,N,CHI,10,3,7,0,0,0,15,2,11,0,0,283,122,161,4,4,9,74,TB,36,7,10,12,7,0,22,8,15,0,0,360,80,280,1,4,9,85
10,2016-11-13,N,MIN,20,0,20,0,0,0,22,5,11,0,1,331,47,284,1,1,4,35,WAS,26,7,7,6,6,0,23,6,12,0,0,388,128,260,1,3,4,35
10,2016-11-13,N,KC,20,0,3,0,17,0,18,2,12,1,1,256,91,165,1,2,9,45,CAR,17,3,14,0,0,0,22,6,14,1,1,341,99,242,2,3,6,53
10,2016-11-13,N,HOU,24,14,0,7,3,0,16,7,15,0,1,273,181,92,0,2,4,89,JAX,21,7,3,0,11,0,23,10,17,0,1,327,80,247,2,1,4,48
10,2016-11-13,N,MIA,31,0,7,14,10,0,17,4,10,0,0,337,106,231,1,3,11,81,SD,24,0,10,7,7,0,29,6,11,0,0,379,70,309,4,1,4,29
10,2016-11-13,N,SF,20,0,10,3,7,0,15,7,17,1,1,281,83,198,1,2,9,100,ARI,23,7,13,0,3,0,26,7,14,0,0,443,80,363,4,3,2,10
10,2016-11-13,N,DAL,35,10,3,10,12,0,20,7,13,0,0,422,127,295,1,1,10,89,PIT,30,12,3,3,12,0,30,4,10,0,0,448,48,400,0,2,4,40
10,2016-11-13,N,SEA,31,6,13,3,9,0,23,6,12,0,0,420,96,324,0,2,8,60,NE,24,7,7,7,3,0,25,6,10,0,1,385,81,304,2,3,7,61
10,2016-11-14,N,CIN,20,7,3,10,0,0,12,2,11,0,0,264,78,186,1,1,9,60,NYG,21,7,7,0,7,0,23,6,14,1,2,351,122,229,2,3,2,15
11,2016-11-17,N,NO,20,3,0,0,17,0,28,4,13,2,2,371,107,264,2,2,6,48,CAR,23,3,17,3,0,0,17,7,17,0,0,223,50,173,0,3,6,45
11,2016-11-20,N,BUF,16,7,3,3,3,0,20,3,12,1,1,342,183,159,1,1,9,75,CIN,12,6,6,0,0,0,23,8,15,0,0,300,93,207,2,2,4,25
11,2016-11-20,N,PIT,24,3,11,3,7,0,24,5,12,1,1,313,146,167,0,8,8,70,CLE,9,0,0,3,6,0,17,4,15,5,5,209,33,176,2,0,9,52
11,2016-11-20,N,BAL,17,7,3,0,7,0,17,3,9,0,0,368,101,267,0,1,12,136,DAL,27,0,10,7,10,0,27,7,12,0,0,417,118,299,0,1,5,45
11,2016-11-20,N,JAX,19,3,6,10,0,0,16,4,14,0,0,285,83,202,3,3,4,25,DET,26,0,9,7,10,0,14,5,14,0,0,277,14,263,2,0,5,32
11,2016-11-20,N,TEN,17,0,7,7,3,0,20,5,14,1,3,351,97,254,0,2,11,109,IND,24,14,7,0,3,0,18,5,12,1,1,327,76,251,1,5,8,70
11,2016-11-20,N,TB,19,0,9,3,7,0,27,11,16,0,0,442,116,326,1,0,7,42,KC,17,3,7,0,7,0,19,4,8,0,0,343,82,261,2,1,5,30
11,2016-11-20,N,ARI,24,7,10,0,7,0,24,4,13,0,1,290,135,155,2,2,8,96,MIN,30,7,13,10,0,0,16,6,13,0,1,217,72,145,1,4,10,73
11,2016-11-20,N,CHI,16,9,7,0,0,0,17,4,12,0,0,315,93,222,1,0,5,40,NYG,22,6,3,13,0,0,19,5,14,2,2,329,102,227,0,4,4,35
11,2016-11-20,N,MIA,14,0,0,0,14,0,17,1,11,0,0,240,98,142,1,1,8,82,LA,10,7,0,3,0,0,12,2,13,1,1,227,102,125,1,4,8,70
11,2016-11-20,N,NE,30,6,7,0,17,0,28,8,16,1,1,444,171,273,0,5,5,40,SF,17,3,7,0,7,0,20,5,14,0,0,299,122,177,0,1,10,68
11,2016-11-20,N,PHI,15,0,7,0,8,0,20,6,16,1,3,308,113,195,2,1,8,48,SEA,26,6,10,7,3,0,18,5,15,0,0,439,152,287,0,2,7,48
11,2016-11-20,N,GB,24,0,10,0,14,0,19,7,15,1,2,424,84,340,2,2,6,59,WAS,42,7,6,9,20,0,21,9,14,1,1,515,151,364,0,2,6,40
11,2016-11-21,N,HOU,20,3,7,7,3,0,22,8,16,1,2,354,124,230,2,0,7,101,OAK,27,0,10,3,14,0,16,4,11,1,2,325,30,295,1,2,4,21
12,2016-11-24,N,MIN,13,7,0,3,3,0,17,2,10,0,1,306,82,224,1,2,5,40,DET,16,7,3,0,6,0,18,6,14,0,2,308,94,214,0,0,4,16
12,2016-11-24,N,WAS,26,0,6,0,20,0,25,8,15,2,2,505,56,449,0,1,3,30,DAL,31,7,10,0,14,0,24,4,8,0,0,353,163,190,0,0,3,25
12,2016-11-24,N,PIT,28,14,7,0,7,0,16,7,11,0,0,369,148,221,0,3,7,67,IND,7,0,7,0,0,0,18,8,15,2,4,310,91,219,2,0,2,10
12,2016-11-27,N,ARI,19,7,6,0,6,0,23,4,11,1,2,332,58,274,1,3,8,60,ATL,38,7,10,7,14,0,28,4,9,1,1,360,116,244,1,2,4,23
12,2016-11-27,N,JAX,21,7,0,7,7,0,20,8,15,0,1,301,183,118,0,5,6,60,BUF,28,0,6,14,8,0,15,5,12,1,1,304,153,151,0,2,6,31
12,2016-11-27,N,TEN,27,7,14,3,3,0,18,5,11,0,0,375,149,226,0,0,6,118,CHI,21,7,0,0,14,0,25,9,17,1,3,411,95,316,2,0,7,48
12,2016-11-27,N,NYG,27,0,14,0,13,0,13,4,13,0,0,296,104,192,1,7,9,100,CLE,13,0,6,0,7,0,21,3,14,1,2,343,58,285,3,1,5,35
12,2016-11-27,N,SF,24,7,0,7,10,0,25,7,14,2,2,475,193,282,2,2,7,65,MIA,31,0,14,10,7,0,19,6,12,0,0,358,95,263,0,2,4,42
12,2016-11-27,N,LA,21,7,14,0,0,0,13,1,9,0,1,247,69,178,2,2,6,62,NO,49,7,21,14,7,0,27,6,13,2,2,555,209,346,1,3,6,45
12,2016-11-27,N,CIN,14,0,3,6,5,0,22,5,16,1,1,325,64,261,2,2,2,15,BAL,19,10,6,0,3,0,16,5,16,1,2,311,92,219,1,3,8,69
12,2016-11-27,N,SD,21,0,14,0,7,0,18,4,11,0,0,302,67,235,1,1,10,78,HOU,13,0,7,0,6,0,22,4,11,1,2,353,114,239,4,1,9,58
12,2016-11-27,N,SEA,5,0,5,0,0,0,16,1,11,1,1,245,127,118,3,0,2,27,TB,14,14,0,0,0,0,19,4,11,0,0,338,118,220,2,6,7,68
12,2016-11-27,N,CAR,32,7,0,18,7,0,19,3,10,0,1,358,129,229,2,2,7,67,OAK,35,7,17,0,11,0,22,8,15,0,0,365,55,310,2,2,7,46
12,2016-11-27,N,NE,22,0,10,3,9,0,26,4,14,1,1,377,91,286,0,1,2,15,NYJ,17,3,7,0,7,0,16,5,11,0,0,333,64,269,2,0,6,66
12,2016-11-27,Y,KC,30,0,9,7,8,6,23,5,17,1,1,273,83,190,0,5,9,71,DEN,27,0,3,7,14,3,21,9,20,1,1,464,340,124,1,6,15,97
12,2016-11-28,N,GB,27,7,7,3,10,0,25,10,14,1,1,387,74,313,0,4,7,51,PHI,13,7,3,3,0,0,20,5,11,0,1,292,81,211,1,0,7,42
13,2016-12-01,N,DAL,17,0,7,0,10,0,13,1,9,0,0,264,140,124,2,3,10,78,MIN,15,3,0,3,9,0,21,6,16,0,0,318,87,231,1,3,8,57
13,2016-12-04,N,KC,29,6,14,7,2,0,17,3,10,2,2,389,123,266,1,2,13,128,ATL,28,10,6,0,12,0,32,6,10,0,1,418,128,290,1,1,5,30
13,2016-12-04,N,SF,6,0,6,0,0,0,10,4,14,0,0,147,141,6,0,1,11,106,CHI,26,0,7,14,5,0,19,6,14,0,0,326,142,184,1,6,5,40
13,2016-12-04,N,PHI,14,0,0,7,7,0,22,8,17,3,5,359,53,306,3,0,10,88,CIN,32,10,9,10,3,0,21,7,14,0,0,412,80,332,2,1,3,23
13,2016-12-04,N,HOU,13,0,0,7,6,0,17,6,15,1,2,307,123,184,1,1,3,12,GB,21,0,7,0,14,0,16,4,12,1,2,309,109,200,1,2,4,30
13,2016-12-04,N,LA,10,0,0,3,7,0,7,1,12,1,1,162,36,126,2,0,4,30,NE,26,7,10,6,3,0,20,4,16,2,2,402,133,269,0,4,8,46
13,2016-12-04,N,DET,28,3,10,6,9,0,24,5,12,0,0,422,85,337,0,1,6,39,NO,13,0,6,0,7,0,20,6,13,0,0,369,50,319,3,2,10,83
13,2016-12-04,N,DEN,20,0,10,7,3,0,10,1,13,0,0,206,104,102,0,1,4,32,JAX,10,0,3,0,7,0,19,6,18,1,2,333,154,179,3,2,6,65
13,2016-12-04,N,MIA,6,0,0,0,6,0,16,4,13,0,0,277,62,215,3,0,7,57,BAL,38,14,10,0,14,0,28,5,11,2,2,496,110,386,2,2,7,68
13,2016-12-04,N,BUF,24,3,7,14,0,0,24,9,15,0,0,382,212,170,2,0,8,73,OAK,38,3,6,14,15,0,24,5,13,0,0,399,139,260,0,4,7,65
13,2016-12-04,N,WAS,23,0,6,14,3,0,19,5,11,0,0,333,87,246,2,2,7,35,ARI,31,7,3,7,14,0,24,10,16,1,1,369,88,281,0,2,6,51
13,2016-12-04,N,NYG,14,0,0,7,7,0,16,4,11,0,3,234,56,178,2,2,4,24,PIT,24,5,9,7,3,0,20,7,15,1,1,389,117,272,2,2,12,115
13,2016-12-04,N,TB,28,7,0,10,11,0,20,5,13,1,1,349,81,268,1,2,6,35,SD,21,7,7,7,0,0,18,4,8,0,0,330,119,211,2,1,6,45
13,2016-12-04,N,CAR,7,0,7,0,0,0,14,5,12,0,1,271,89,182,2,3,6,63,SEA,40,10,13,7,10,0,29,7,14,0,1,534,240,294,1,0,6,37
13,2016-12-05,N,IND,41,14,10,10,7,0,27,7,13,0,1,421,139,282,1,1,3,28,NYJ,10,0,3,0,7,0,13,3,11,1,2,250,36,214,3,1,6,90
14,2016-12-08,N,OAK,13,3,7,3,0,0,18,5,18,1,3,244,135,109,0,1,10,82,KC,21,0,21,0,0,0,14,5,11,0,1,323,65,258,3,1,9,73
14,2016-12-11,N,PIT,27,7,7,7,6,0,24,6,14,1,1,460,240,220,3,5,6,45,BUF,20,0,7,0,13,0,14,3,9,0,0,275,67,208,1,0,7,46
14,2016-12-11,N,CIN,23,13,7,0,3,0,21,8,15,0,0,360,213,147,0,3,6,43,CLE,10,0,0,7,3,0,13,6,14,1,1,254,169,85,1,4,5,34
14,2016-12-11,N,CHI,17,3,0,7,7,0,16,4,10,0,1,296,92,204,0,3,11,139,DET,20,0,10,3,7,0,25,6,12,0,0,323,114,209,2,1,7,55
14,2016-12-11,N,DEN,10,0,0,0,10,0,19,3,11,1,2,348,18,330,2,2,9,87,TEN,13,10,3,0,0,0,16,6,16,0,0,253,180,73,0,3,5,55
14,2016-12-11,N,HOU,22,3,10,3,6,0,20,5,14,0,0,316,185,131,1,1,7,124,IND,17,3,0,7,7,0,21,5,12,0,1,348,83,265,3,2,9,59
14,2016-12-11,N,ARI,23,6,3,0,14,0,21,4,13,0,0,300,175,125,4,1,7,54,MIA,26,7,7,7,5,0,15,4,13,0,0,314,83,231,3,3,14,118
14,2016-12-11,N,WAS,27,0,7,14,6,0,16,2,7,1,1,334,107,227,1,4,5,86,PHI,22,3,10,0,9,0,24,9,18,2,3,383,95,288,2,2,5,54
14,2016-12-11,N,NO,11,0,8,3,0,0,14,4,13,1,2,294,46,248,3,2,13,104,TB,16,3,10,0,3,0,21,6,13,0,0,270,104,166,0,1,7,65
14,2016-12-11,N,SD,16,0,7,9,0,0,17,5,13,0,1,278,58,220,5,2,7,32,CAR,28,10,13,3,2,0,17,5,15,1,1,272,126,146,1,5,5,35
14,2016-12-11,N,MIN,25,6,3,3,13,0,22,3,11,0,1,377,85,292,1,4,7,93,JAX,16,0,9,7,0,0,18,7,17,1,1,315,85,230,0,0,14,114
14,2016-12-11,Y,NYJ,23,0,3,3,11,6,24,8,18,1,1,404,188,216,1,2,9,56,SF,17,14,3,0,0,0,17,2,12,0,1,364,248,116,0,6,3,25
14,2016-12-11,N,SEA,10,3,0,0,7,0,22,6,12,0,1,354,136,218,6,1,7,63,GB,38,7,14,7,10,0,18,4,11,0,1,330,93,237,0,3,5,50
14,2016-12-11,N,ATL,42,7,14,21,0,0,18,4,13,0,0,286,66,220,0,3,5,40,LA,14,0,0,0,14,0,21,6,14,0,0,312,104,208,5,2,11,105
14,2016-12-11,N,DAL,7,7,0,0,0,0,13,1,15,1,2,260,108,152,3,3,5,54,NYG,10,0,0,10,0,0,12,2,14,2,2,260,93,167,3,3,7,50
14,2016-12-12,N,BAL,23,0,3,14,6,0,17,6,16,0,0,348,42,306,1,1,8,47,NE,30,9,7,7,7,0,20,8,16,1,1,496,95,401,3,2,5,48
15,2016-12-15,N,LA,3,0,3,0,0,0,13,3,12,0,4,183,47,136,0,2,8,76,SEA,24,0,10,7,7,0,19,7,15,1,1,299,72,227,1,4,13,86
15,2016-12-17,N,MIA,34,0,13,21,0,0,13,5,12,0,0,303,67,236,1,3,9,70,NYJ,13,7,3,0,3,0,20,5,15,0,3,360,116,244,4,1,3,42
15,2016-12-18,N,CLE,13,3,0,10,0,0,16,3,11,1,1,269,107,162,0,1,4,51,BUF,33,10,7,7,9,0,29,4,9,0,1,451,280,171,0,5,5,42
15,2016-12-18,N,GB,30,7,3,17,3,0,20,3,10,0,1,451,226,225,0,1,8,64,CHI,27,0,10,0,17,0,29,3,8,0,0,449,95,354,4,4,6,40
15,2016-12-18,N,PIT,24,3,6,6,9,0,26,5,13,0,0,382,97,285,0,1,7,104,CIN,20,10,10,0,0,0,19,6,12,1,1,222,76,146,1,1,8,86
15,2016-12-18,N,TEN,19,0,7,0,12,0,21,6,14,1,1,389,148,241,3,1,2,25,KC,17,14,3,0,0,0,13,4,14,1,2,317,158,159,1,1,5,40
15,2016-12-18,N,IND,34,10,17,0,7,0,27,7,13,0,1,411,161,250,0,5,5,55,MIN,6,0,0,3,3,0,20,3,9,0,1,282,34,248,3,0,6,27
15,2016-12-18,N,DET,6,0,3,3,0,0,16,5,14,0,0,324,56,268,2,2,2,15,NYG,17,7,3,0,7,0,17,7,15,0,0,300,114,186,0,1,5,46
15,2016-12-18,N,PHI,26,3,11,0,12,0,27,8,18,1,3,328,169,159,1,3,3,30,BAL,27,10,10,0,7,0,18,4,11,0,0,340,151,189,2,1,7,62
15,2016-12-18,N,JAX,20,0,13,7,0,0,9,3,13,0,1,150,67,83,1,0,12,91,HOU,21,0,5,6,10,0,23,4,14,0,1,387,79,308,2,2,6,71
15,2016-12-18,N,SF,13,0,13,0,0,0,15,6,13,0,0,272,107,165,1,1,4,20,ATL,41,21,7,10,3,0,29,5,9,0,0,550,248,302,1,2,4,27
15,2016-12-18,N,NO,48,10,14,3,21,0,33,9,14,1,1,488,130,358,1,1,5,46,ARI,41,7,13,7,14,0,26,5,10,1,1,425,116,309,2,3,7,52
15,2016-12-18,N,NE,16,3,7,3,3,0,20,5,17,0,1,313,136,177,0,4,4,30,DEN,3,3,0,0,0,0,15,2,12,0,1,309,58,251,3,2,5,49
15,2016-12-18,N,OAK,19,3,7,3,6,0,18,4,13,0,0,345,145,200,2,3,2,15,SD,16,7,3,6,0,0,14,8,15,0,1,263,73,190,2,2,6,44
15,2016-12-18,N,TB,20,3,3,14,0,0,16,4,12,0,1,276,52,224,4,3,3,35,DAL,26,0,17,0,9,0,24,5,13,0,0,449,185,264,1,4,8,91
15,2016-12-19,N,CAR,26,10,3,10,3,0,22,4,15,0,0,438,148,290,0,1,6,62,WAS,15,3,6,0,6,0,18,2,12,1,1,335,29,306,3,2,7,70
16,2016-12-22,N,NYG,19,3,10,3,3,0,24,10,22,1,2,470,114,356,3,0,5,50,PHI,24,14,7,0,3,0,15,4,12,0,1,286,118,168,1,0,1,5
16,2016-12-24,Y,MIA,34,7,7,14,3,3,22,5,12,0,0,494,261,233,1,2,2,15,BUF,31,0,7,14,10,0,30,8,18,1,2,589,272,317,0,0,5,35
16,2016-12-24,N,WAS,41,14,10,7,10,0,21,8,13,0,1,478,208,270,0,1,7,73,CHI,21,0,14,0,7,0,31,7,10,1,1,458,140,318,5,0,4,52
16,2016-12-24,N,SD,17,10,0,7,0,0,19,5,15,2,2,356,34,322,1,9,9,92,CLE,20,7,10,3,0,0,23,6,15,1,1,251,124,127,0,0,4,44
16,2016-12-24,N,MIN,25,3,10,0,12,0,22,5,15,3,3,446,93,353,2,4,8,70,GB,38,14,14,0,10,0,19,6,13,0,0,348,40,308,0,4,3,21
16,2016-12-24,N,NYJ,3,0,0,0,3,0,14,1,11,2,3,239,111,128,4,1,6,77,NE,41,10,17,7,7,0,21,11,18,0,0,325,114,211,0,2,3,20
16,2016-12-24,N,ATL,33,13,7,3,10,0,21,6,14,0,0,408,152,256,0,2,6,45,CAR,16,0,3,10,3,0,17,4,15,3,4,302,119,183,2,4,4,24
16,2016-12-24,N,TEN,17,0,7,3,7,0,19,5,14,0,1,263,58,205,1,2,6,49,JAX,38,10,9,6,13,0,25,4,12,0,0,415,84,331,1,3,4,45
16,2016-12-24,N,IND,25,0,7,7,11,0,20,4,8,0,1,391,103,288,3,1,4,22,OAK,33,0,19,14,0,0,27,9,15,0,0,459,210,249,0,0,10,93
16,2016-12-24,N,SF,22,7,0,0,15,0,21,6,16,1,1,323,70,253,2,4,11,100,LA,21,14,0,0,7,0,13,4,13,1,1,177,99,78,2,4,5,45
16,2016-12-24,N,TB,24,0,7,14,3,0,23,7,12,0,0,349,89,260,2,2,7,63,NO,31,7,6,15,3,0,25,5,12,0,0,417,123,294,0,2,7,59
16,2016-12-24,N,ARI,34,7,7,0,20,0,21,1,9,0,0,370,94,276,1,6,7,85,SEA,31,0,3,7,21,0,24,8,17,0,2,391,78,313,1,1,5,40
16,2016-12-24,N,CIN,10,0,3,0,7,0,15,7,16,1,1,294,50,244,1,4,6,60,HOU,12,0,0,3,9,0,17,4,14,0,0,250,95,155,0,3,3,25
16,2016-12-25,N,BAL,27,3,3,11,10,0,22,9,17,0,1,368,122,246,1,0,7,95,PIT,31,7,0,3,21,0,23,3,7,0,0,406,127,279,2,2,4,45
16,2016-12-25,N,DEN,10,7,3,0,0,0,14,4,15,1,2,246,63,183,3,0,9,70,KC,33,21,0,0,12,0,23,9,17,0,0,484,238,246,1,0,8,65
16,2016-12-26,N,DET,21,7,14,0,0,0,23,5,12,2,2,319,90,229,2,1,5,62,DAL,42,14,7,14,7,0,23,4,8,0,0,375,164,211,0,4,8,47
17,2017-01-01,N,BAL,10,3,0,0,7,0,22,8,16,1,3,335,72,263,2,1,4,41,CIN,27,14,6,0,7,0,25,1,8,0,0,371,153,218,0,3,2,20
17,2017-01-01,N,HOU,17,0,0,10,7,0,20,3,15,4,6,289,46,243,1,4,6,35,TEN,24,7,7,7,3,0,16,9,15,0,0,236,103,133,1,4,7,50
17,2017-01-01,N,JAX,20,10,7,0,3,0,23,4,14,0,0,470,182,288,2,4,8,54,IND,24,0,3,14,7,0,24,2,10,1,2,384,94,290,2,2,4,35
17,2017-01-01,N,NE,35,14,6,7,8,0,22,7,12,0,0,396,120,276,0,0,7,64,MIA,14,0,7,7,0,0,16,7,12,0,0,280,75,205,2,0,9,73
17,2017-01-01,N,CHI,10,0,10,0,0,0,19,2,9,1,2,323,183,140,5,0,6,49,MIN,38,7,17,0,14,0,21,6,12,0,1,374,124,250,1,2,2,15
17,2017-01-01,N,BUF,10,0,3,0,7,0,14,6,16,0,1,230,68,162,3,1,0,0,NYJ,30,0,10,10,10,0,18,4,13,0,2,329,127,202,0,3,2,15
17,2017-01-01,N,DAL,13,0,10,3,0,0,15,5,12,0,0,195,69,126,2,2,5,35,PHI,27,3,7,7,10,0,24,6,14,0,1,346,114,232,0,3,4,61
17,2017-01-01,Y,CLE,24,7,7,0,7,3,27,8,15,0,0,437,231,206,4,4,5,37,PIT,27,0,7,0,14,6,21,3,14,2,2,312,69,243,1,4,9,43
17,2017-01-01,N,CAR,16,7,0,3,6,0,18,4,15,2,2,335,128,207,3,3,4,45,TB,17,3,0,7,7,0,18,4,12,0,0,300,112,188,2,3,5,30
17,2017-01-01,N,NO,32,10,3,0,19,0,26,7,16,3,3,473,132,341,1,1,6,70,ATL,38,14,21,3,0,0,25,6,11,0,0,465,142,323,0,2,9,63
17,2017-01-01,N,OAK,6,0,0,6,0,0,11,2,11,0,1,221,57,164,3,0,13,125,DEN,24,7,10,7,0,0,18,5,15,1,3,349,143,206,1,2,5,43
17,2017-01-01,N,ARI,44,3,13,14,14,0,20,4,14,1,2,344,84,260,2,7,4,51,LA,6,0,6,0,0,0,9,2,14,1,2,123,52,71,3,1,9,61
17,2017-01-01,N,KC,37,3,17,14,3,0,26,8,12,0,0,365,103,262,1,0,4,19,SD,27,3,7,7,10,0,26,3,10,2,2,398,129,269,2,1,10,50
17,2017-01-01,N,SEA,25,3,16,3,3,0,18,3,12,0,1,376,87,289,0,5,4,34,SF,23,7,7,2,7,0,14,2,11,2,3,253,62,191,2,2,4,25
17,2017-01-01,N,NYG,19,3,7,0,9,0,17,6,17,0,1,332,161,171,0,4,5,42,WAS,10,0,0,3,7,0,16,4,12,0,0,284,38,246,3,1,5,42
17,2017-01-01,N,GB,31,0,10,7,14,0,28,7,13,0,0,448,153,295,0,2,10,75,DET,24,0,14,0,10,0,24,5,12,0,0,408,76,332,1,1,5,30
